"Country","Year","Elected","year1","year2","year3","year4","year5","year6"
"Lesotho",2005,"n",1.03,1.06,1.07,1.07,1.08,1.08
"Lesotho",2006,"n",1.06,1.07,1.07,1.08,1.08,1.07
"Lesotho",2007,"n",1.07,1.07,1.08,1.08,1.07,1.05
"Lesotho",2008,"n",1.07,1.08,1.08,1.07,1.05,1.07
"Lesotho",2009,"n",1.08,1.08,1.07,1.05,1.07,1.06
"Liberia",1984,"n",,,,,,
"Liberia",1985,"n",,,,,,
"Liberia",1986,"n",,,,,,
"Liberia",1987,"n",,,,,,
"Liberia",1988,"n",,,,,,
"Liberia",1989,"n",,,,,,
"Liberia",1990,"n",,,,,,
"Liberia",1991,"n",,,,,,
"Liberia",1992,"n",,,,,,
"Liberia",1993,"n",,,,,,
"Liberia",1994,"n",,,,,,
"Liberia",1995,"n",,,,,,
"Liberia",1996,"n",,,,,,
"Liberia",1997,"n",,,,,,
"Liberia",1998,"n",,,,,,
"Liberia",1999,"n",,,,,,1.05
"Liberia",2000,"n",,,,,1.05,1.05
"Liberia",2001,"n",,,,1.05,1.05,0.7
"Liberia",2002,"n",,,1.05,1.05,0.7,1.16
"Liberia",2003,"n",,1.05,1.05,0.7,1.16,1.05
"Liberia",2004,"n",1.05,1.05,0.7,1.16,1.05,1.11
"Liberia",2005,"n",1.05,0.7,1.16,1.05,1.11,1.13
"Liberia",2006,"n",0.7,1.16,1.05,1.11,1.13,1.07
"Liberia",2007,"n",1.16,1.05,1.11,1.13,1.07,1.04
"Liberia",2008,"n",1.05,1.11,1.13,1.07,1.04,1.06
"Liberia",2009,"n",1.11,1.13,1.07,1.04,1.06,1.09
"Libya",1984,"n",0.87,1.08,0.99,0.95,1.04,0.91
"Libya",1985,"n",1.08,0.99,0.95,1.04,0.91,0.88
"Libya",1986,"n",0.99,0.95,1.04,0.91,0.88,1.11
"Libya",1987,"n",0.95,1.04,0.91,0.88,1.11,1.11
"Libya",1988,"n",1.04,0.91,0.88,1.11,1.11,1.08
"Libya",1989,"n",0.91,0.88,1.11,1.11,1.08,1.2
"Libya",1990,"n",0.88,1.11,1.11,1.08,1.2,0.99
"Libya",1991,"n",1.11,1.11,1.08,1.2,0.99,0.98
"Libya",1992,"n",1.11,1.08,1.2,0.99,0.98,1.04
"Libya",1993,"n",1.08,1.2,0.99,0.98,1.04,0.89
"Libya",1994,"n",1.2,0.99,0.98,1.04,0.89,1.05
"Libya",1995,"n",0.99,0.98,1.04,0.89,1.05,1.01
"Libya",1996,"n",0.98,1.04,0.89,1.05,1.01,1.01
"Libya",1997,"n",1.04,0.89,1.05,1.01,1.01,1.02
"Libya",1998,"n",0.89,1.05,1.01,1.01,1.02,1.06
"Libya",1999,"n",1.05,1.01,1.01,1.02,1.06,0.98
"Libya",2000,"n",1.01,1.01,1.02,1.06,0.98,1
"Libya",2001,"n",1.01,1.02,1.06,0.98,1,1.15
"Libya",2002,"n",1.02,1.06,0.98,1,1.15,1.07
"Libya",2003,"n",1.06,0.98,1,1.15,1.07,1.09
"Libya",2004,"n",0.98,1,1.15,1.07,1.09,1.1
"Libya",2005,"n",1,1.15,1.07,1.09,1.1,1.11
"Libya",2006,"n",1.15,1.07,1.09,1.1,1.11,1.08
"Libya",2007,"n",1.07,1.09,1.1,1.11,1.08,1.01
"Libya",2008,"y",1.09,1.1,1.11,1.08,1.01,1.04
"Libya",2009,"n",1.1,1.11,1.08,1.01,1.04,0.4
"Lithuania",1984,"n",,,,,,
"Lithuania",1985,"n",,,,,,
"Lithuania",1986,"n",,,,,,
"Lithuania",1987,"n",,,,,,
"Lithuania",1988,"n",,,,,,
"Lithuania",1989,"n",,,,,,
"Lithuania",1990,"n",,,,,,
"Lithuania",1991,"n",,,,,,
"Lithuania",1992,"n",,,,,,
"Lithuania",1993,"n",,,,,,
"Lithuania",1994,"n",,,,,,1.07
"Lithuania",1995,"n",,,,,1.07,1.09
"Lithuania",1996,"n",,,,1.07,1.09,1.09
"Lithuania",1997,"n",,,1.07,1.09,1.09,1
"Lithuania",1998,"n",,1.07,1.09,1.09,1,1.05
"Lithuania",1999,"n",1.07,1.09,1.09,1,1.05,1.09
"Lithuania",2000,"n",1.09,1.09,1,1.05,1.09,1.09
"Lithuania",2001,"n",1.09,1,1.05,1.09,1.09,1.13
"Lithuania",2002,"n",1,1.05,1.09,1.09,1.13,1.1
"Lithuania",2003,"n",1.05,1.09,1.09,1.13,1.1,1.12
"Lithuania",2004,"n",1.09,1.09,1.13,1.1,1.12,1.11
"Lithuania",2005,"n",1.09,1.13,1.1,1.12,1.11,1.13
"Lithuania",2006,"n",1.13,1.1,1.12,1.11,1.13,1.05
"Lithuania",2007,"n",1.1,1.12,1.11,1.13,1.05,0.86
"Lithuania",2008,"n",1.12,1.11,1.13,1.05,0.86,1.03
"Lithuania",2009,"n",1.11,1.13,1.05,0.86,1.03,1.08
"Luxembourg",1984,"n",1.1,1.07,1.06,1.09,1.09,1.12
"Luxembourg",1985,"n",1.07,1.06,1.09,1.09,1.12,1.07
"Luxembourg",1986,"n",1.06,1.09,1.09,1.12,1.07,1.12
"Luxembourg",1987,"n",1.09,1.09,1.12,1.07,1.12,1.14
"Luxembourg",1988,"n",1.09,1.12,1.07,1.12,1.14,1.09
"Luxembourg",1989,"n",1.12,1.07,1.12,1.14,1.09,1.12
"Luxembourg",1990,"n",1.07,1.12,1.14,1.09,1.12,1.04
"Luxembourg",1991,"n",1.12,1.14,1.09,1.12,1.04,1.07
"Luxembourg",1992,"n",1.14,1.09,1.12,1.04,1.07,1.06
"Luxembourg",1993,"n",1.09,1.12,1.04,1.07,1.06,1.04
"Luxembourg",1994,"n",1.12,1.04,1.07,1.06,1.04,1.03
"Luxembourg",1995,"n",1.04,1.07,1.06,1.04,1.03,1.08
"Luxembourg",1996,"n",1.07,1.06,1.04,1.03,1.08,1.08
"Luxembourg",1997,"n",1.06,1.04,1.03,1.08,1.08,1.1
"Luxembourg",1998,"n",1.04,1.03,1.08,1.08,1.1,1.11
"Luxembourg",1999,"n",1.03,1.08,1.08,1.1,1.11,1.05
"Luxembourg",2000,"n",1.08,1.08,1.1,1.11,1.05,1.06
"Luxembourg",2001,"n",1.08,1.1,1.11,1.05,1.06,1.04
"Luxembourg",2002,"n",1.1,1.11,1.05,1.06,1.04,1.08
"Luxembourg",2003,"n",1.11,1.05,1.06,1.04,1.08,1.09
"Luxembourg",2004,"n",1.05,1.06,1.04,1.08,1.09,1.08
"Luxembourg",2005,"n",1.06,1.04,1.08,1.09,1.08,1.1
"Luxembourg",2006,"n",1.04,1.08,1.09,1.08,1.1,1.03
"Luxembourg",2007,"n",1.08,1.09,1.08,1.1,1.03,0.96
"Luxembourg",2008,"n",1.09,1.08,1.1,1.03,0.96,1.04
"Luxembourg",2009,"n",1.08,1.1,1.03,0.96,1.04,1.03
"Madagascar",1984,"n",0.99,1.04,1.05,1.06,1.04,1.04
"Madagascar",1985,"y",1.04,1.05,1.06,1.04,1.04,1.04
"Madagascar",1986,"n",1.05,1.06,1.04,1.04,1.04,1.07
"Madagascar",1987,"n",1.06,1.04,1.04,1.04,1.07,1.08
"Madagascar",1988,"n",1.04,1.04,1.04,1.07,1.08,1.07
"Madagascar",1989,"n",1.04,1.04,1.07,1.08,1.07,0.97
"Madagascar",1990,"n",1.04,1.07,1.08,1.07,0.97,1.04
"Madagascar",1991,"n",1.07,1.08,1.07,0.97,1.04,1.04
"Madagascar",1992,"n",1.08,1.07,0.97,1.04,1.04,1.02
"Madagascar",1993,"n",1.07,0.97,1.04,1.04,1.02,1.04
"Madagascar",1994,"n",0.97,1.04,1.04,1.02,1.04,1.04
"Madagascar",1995,"n",1.04,1.04,1.02,1.04,1.04,1.06
"Madagascar",1996,"n",1.04,1.02,1.04,1.04,1.06,1.05
"Madagascar",1997,"n",1.02,1.04,1.04,1.06,1.05,1.06
"Madagascar",1998,"n",1.04,1.04,1.06,1.05,1.06,1.07
"Madagascar",1999,"n",1.04,1.06,1.05,1.06,1.07,1.08
"Madagascar",2000,"n",1.06,1.05,1.06,1.07,1.08,0.89
"Madagascar",2001,"n",1.05,1.06,1.07,1.08,0.89,1.12
"Madagascar",2002,"n",1.06,1.07,1.08,0.89,1.12,1.08
"Madagascar",2003,"n",1.07,1.08,0.89,1.12,1.08,1.08
"Madagascar",2004,"n",1.08,0.89,1.12,1.08,1.08,1.08
"Madagascar",2005,"n",0.89,1.12,1.08,1.08,1.08,1.09
"Madagascar",2006,"n",1.12,1.08,1.08,1.08,1.09,1.1
"Madagascar",2007,"n",1.08,1.08,1.08,1.09,1.1,0.97
"Madagascar",2008,"n",1.08,1.08,1.09,1.1,0.97,1.02
"Madagascar",2009,"n",1.08,1.09,1.1,0.97,1.02,1.03
"Malawi",1984,"n",1.04,1.09,1.08,1.09,1.08,1.02
"Malawi",1985,"n",1.09,1.08,1.09,1.08,1.02,1.05
"Malawi",1986,"n",1.08,1.09,1.08,1.02,1.05,1.07
"Malawi",1987,"n",1.09,1.08,1.02,1.05,1.07,1.05
"Malawi",1988,"n",1.08,1.02,1.05,1.07,1.05,1.1
"Malawi",1989,"n",1.02,1.05,1.07,1.05,1.1,1.13
"Malawi",1990,"n",1.05,1.07,1.05,1.1,1.13,0.95
"Malawi",1991,"n",1.07,1.05,1.1,1.13,0.95,1.12
"Malawi",1992,"n",1.05,1.1,1.13,0.95,1.12,0.92
"Malawi",1993,"n",1.1,1.13,0.95,1.12,0.92,1.16
"Malawi",1994,"n",1.13,0.95,1.12,0.92,1.16,1.12
"Malawi",1995,"n",0.95,1.12,0.92,1.16,1.12,1.08
"Malawi",1996,"n",1.12,0.92,1.16,1.12,1.08,1.02
"Malawi",1997,"n",0.92,1.16,1.12,1.08,1.02,1.05
"Malawi",1998,"n",1.16,1.12,1.08,1.02,1.05,1.03
"Malawi",1999,"n",1.12,1.08,1.02,1.05,1.03,0.98
"Malawi",2000,"n",1.08,1.02,1.05,1.03,0.98,1.03
"Malawi",2001,"n",1.02,1.05,1.03,0.98,1.03,1.08
"Malawi",2002,"n",1.05,1.03,0.98,1.03,1.08,1.1
"Malawi",2003,"n",1.03,0.98,1.03,1.08,1.1,1.02
"Malawi",2004,"n",0.98,1.03,1.08,1.1,1.02,1.05
"Malawi",2005,"n",1.03,1.08,1.1,1.02,1.05,1.13
"Malawi",2006,"n",1.08,1.1,1.02,1.05,1.13,1.11
"Malawi",2007,"n",1.1,1.02,1.05,1.13,1.11,1.1
"Malawi",2008,"n",1.02,1.05,1.13,1.11,1.1,1.08
"Malawi",2009,"n",1.05,1.13,1.11,1.1,1.08,1.08
"Malaysia",1984,"n",1.17,1.12,1.1,1.12,1.02,1.03
"Malaysia",1985,"n",1.12,1.1,1.12,1.02,1.03,1.08
"Malaysia",1986,"n",1.1,1.12,1.02,1.03,1.08,1.14
"Malaysia",1987,"n",1.12,1.02,1.03,1.08,1.14,1.13
"Malaysia",1988,"n",1.02,1.03,1.08,1.14,1.13,1.13
"Malaysia",1989,"y",1.03,1.08,1.14,1.13,1.13,1.13
"Malaysia",1990,"n",1.08,1.14,1.13,1.13,1.13,1.12
"Malaysia",1991,"n",1.14,1.13,1.13,1.13,1.12,1.12
"Malaysia",1992,"n",1.13,1.13,1.13,1.12,1.12,1.11
"Malaysia",1993,"n",1.13,1.13,1.12,1.12,1.11,1.12
"Malaysia",1994,"n",1.13,1.12,1.12,1.11,1.12,1.12
"Malaysia",1995,"n",1.12,1.12,1.11,1.12,1.12,1.09
"Malaysia",1996,"n",1.12,1.11,1.12,1.12,1.09,0.94
"Malaysia",1997,"n",1.11,1.12,1.12,1.09,0.94,1.08
"Malaysia",1998,"n",1.12,1.12,1.09,0.94,1.08,1.11
"Malaysia",1999,"y",1.12,1.09,0.94,1.08,1.11,1.03
"Malaysia",2000,"n",1.09,0.94,1.08,1.11,1.03,1.07
"Malaysia",2001,"n",0.94,1.08,1.11,1.03,1.07,1.08
"Malaysia",2002,"n",1.08,1.11,1.03,1.07,1.08,1.09
"Malaysia",2003,"n",1.11,1.03,1.07,1.08,1.09,1.09
"Malaysia",2004,"n",1.03,1.07,1.08,1.09,1.09,1.09
"Malaysia",2005,"n",1.07,1.08,1.09,1.09,1.09,1.1
"Malaysia",2006,"n",1.08,1.09,1.09,1.09,1.1,1.07
"Malaysia",2007,"n",1.09,1.09,1.09,1.1,1.07,0.99
"Malaysia",2008,"n",1.09,1.09,1.1,1.07,0.99,1.08
"Malaysia",2009,"n",1.09,1.1,1.07,0.99,1.08,1.07
"Maldives",1984,"n",1.18,1.14,1.09,1.21,1.17,1.11
"Maldives",1985,"n",1.14,1.09,1.21,1.17,1.11,1.12
"Maldives",1986,"n",1.09,1.21,1.17,1.11,1.12,1.12
"Maldives",1987,"n",1.21,1.17,1.11,1.12,1.12,1.13
"Maldives",1988,"n",1.17,1.11,1.12,1.12,1.13,1
"Maldives",1989,"n",1.11,1.12,1.12,1.13,1,1.11
"Maldives",1990,"n",1.12,1.12,1.13,1,1.11,1.09
"Maldives",1991,"n",1.12,1.13,1,1.11,1.09,1.08
"Maldives",1992,"n",1.13,1,1.11,1.09,1.08,1.1
"Maldives",1993,"n",1,1.11,1.09,1.08,1.1,1.1
"Maldives",1994,"n",1.11,1.09,1.08,1.1,1.1,1.11
"Maldives",1995,"n",1.09,1.08,1.1,1.1,1.11,1.12
"Maldives",1996,"n",1.08,1.1,1.1,1.11,1.12,1.11
"Maldives",1997,"n",1.1,1.1,1.11,1.12,1.11,1.09
"Maldives",1998,"n",1.1,1.11,1.12,1.11,1.09,1.07
"Maldives",1999,"n",1.11,1.12,1.11,1.09,1.07,1.06
"Maldives",2000,"n",1.12,1.11,1.09,1.07,1.06,1.08
"Maldives",2001,"n",1.11,1.09,1.07,1.06,1.08,1.19
"Maldives",2002,"n",1.09,1.07,1.06,1.08,1.19,1.13
"Maldives",2003,"n",1.07,1.06,1.08,1.19,1.13,0.94
"Maldives",2004,"n",1.06,1.08,1.19,1.13,0.94,1.23
"Maldives",2005,"n",1.08,1.19,1.13,0.94,1.23,1.14
"Maldives",2006,"n",1.19,1.13,0.94,1.23,1.14,1.15
"Maldives",2007,"n",1.13,0.94,1.23,1.14,1.15,0.96
"Maldives",2008,"n",0.94,1.23,1.14,1.15,0.96,1.07
"Maldives",2009,"n",1.23,1.14,1.15,0.96,1.07,1.1
"Mali",1984,"n",1.07,1.13,0.99,1.05,1.01,1.11
"Mali",1985,"n",1.13,0.99,1.05,1.01,1.11,1.05
"Mali",1986,"n",0.99,1.05,1.01,1.11,1.05,1.03
"Mali",1987,"n",1.05,1.01,1.11,1.05,1.03,1.16
"Mali",1988,"n",1.01,1.11,1.05,1.03,1.16,1.11
"Mali",1989,"n",1.11,1.05,1.03,1.16,1.11,1.13
"Mali",1990,"n",1.05,1.03,1.16,1.11,1.13,0.99
"Mali",1991,"n",1.03,1.16,1.11,1.13,0.99,1.06
"Mali",1992,"n",1.16,1.11,1.13,0.99,1.06,1.06
"Mali",1993,"n",1.11,1.13,0.99,1.06,1.06,1.04
"Mali",1994,"n",1.13,0.99,1.06,1.06,1.04,1.09
"Mali",1995,"n",0.99,1.06,1.06,1.04,1.09,1.07
"Mali",1996,"n",1.06,1.06,1.04,1.09,1.07,1.06
"Mali",1997,"n",1.06,1.04,1.09,1.07,1.06,1.07
"Mali",1998,"n",1.04,1.09,1.07,1.06,1.07,0.99
"Mali",1999,"n",1.09,1.07,1.06,1.07,0.99,1.14
"Mali",2000,"y",1.07,1.06,1.07,0.99,1.14,1.06
"Mali",2001,"n",1.06,1.07,0.99,1.14,1.06,1.1
"Mali",2002,"n",1.07,0.99,1.14,1.06,1.1,1.11
"Mali",2003,"n",0.99,1.14,1.06,1.1,1.11,1.11
"Mali",2004,"n",1.14,1.06,1.1,1.11,1.11,1.09
"Mali",2005,"n",1.06,1.1,1.11,1.11,1.09,1.07
"Mali",2006,"n",1.1,1.11,1.11,1.09,1.07,1.07
"Mali",2007,"n",1.11,1.11,1.09,1.07,1.07,1.06
"Mali",2008,"n",1.11,1.09,1.07,1.07,1.06,1.07
"Mali",2009,"n",1.09,1.07,1.07,1.06,1.07,1.05
"Malta",1984,"n",,,,,,
"Malta",1985,"n",,,,,,
"Malta",1986,"n",,,,,,
"Malta",1987,"n",,,,,,
"Malta",1988,"n",,,,,,
"Malta",1989,"n",,,,,,
"Malta",1990,"n",,,,,,
"Malta",1991,"n",,,,,,
"Malta",1992,"n",,,,,,
"Malta",1993,"n",,,,,,
"Malta",1994,"n",,,,,,
"Malta",1995,"n",,,,,,
"Malta",1996,"n",,,,,,
"Malta",1997,"n",,,,,,
"Malta",1998,"n",,,,,,
"Malta",1999,"n",,,,,,1.01
"Malta",2000,"n",,,,,1.01,1.04
"Malta",2001,"n",,,,1.01,1.04,1.02
"Malta",2002,"n",,,1.01,1.04,1.02,1.02
"Malta",2003,"n",,1.01,1.04,1.02,1.02,1.07
"Malta",2004,"n",1.01,1.04,1.02,1.02,1.07,1.06
"Malta",2005,"n",1.04,1.02,1.02,1.07,1.06,1.07
"Malta",2006,"n",1.02,1.02,1.07,1.06,1.07,1.06
"Malta",2007,"n",1.02,1.07,1.06,1.07,1.06,0.98
"Malta",2008,"n",1.07,1.06,1.07,1.06,0.98,1.03
"Malta",2009,"n",1.06,1.07,1.06,0.98,1.03,1.04
"Mauritania",1984,"n",1.13,1.04,1.09,1.06,1.05,1.08
"Mauritania",1985,"n",1.04,1.09,1.06,1.05,1.08,1.06
"Mauritania",1986,"n",1.09,1.06,1.05,1.08,1.06,1.07
"Mauritania",1987,"n",1.06,1.05,1.08,1.06,1.07,1.06
"Mauritania",1988,"n",1.05,1.08,1.06,1.07,1.06,1.03
"Mauritania",1989,"n",1.08,1.06,1.07,1.06,1.03,1.06
"Mauritania",1990,"n",1.06,1.07,1.06,1.03,1.06,1.04
"Mauritania",1991,"n",1.07,1.06,1.03,1.06,1.04,1.08
"Mauritania",1992,"n",1.06,1.03,1.06,1.04,1.08,0.99
"Mauritania",1993,"n",1.03,1.06,1.04,1.08,0.99,1.12
"Mauritania",1994,"n",1.06,1.04,1.08,0.99,1.12,1.08
"Mauritania",1995,"n",1.04,1.08,0.99,1.12,1.08,0.98
"Mauritania",1996,"n",1.08,0.99,1.12,1.08,0.98,1.04
"Mauritania",1997,"n",0.99,1.12,1.08,0.98,1.04,1.08
"Mauritania",1998,"n",1.12,1.08,0.98,1.04,1.08,1.04
"Mauritania",1999,"n",1.08,0.98,1.04,1.08,1.04,1.05
"Mauritania",2000,"n",0.98,1.04,1.08,1.04,1.05,1.03
"Mauritania",2001,"n",1.04,1.08,1.04,1.05,1.03,1.08
"Mauritania",2002,"n",1.08,1.04,1.05,1.03,1.08,1.08
"Mauritania",2003,"n",1.04,1.05,1.03,1.08,1.08,1.09
"Mauritania",2004,"n",1.05,1.03,1.08,1.08,1.09,1.15
"Mauritania",2005,"n",1.03,1.08,1.08,1.09,1.15,1.04
"Mauritania",2006,"n",1.08,1.08,1.09,1.15,1.04,1.06
"Mauritania",2007,"n",1.08,1.09,1.15,1.04,1.06,1
"Mauritania",2008,"n",1.09,1.15,1.04,1.06,1,1.06
"Mauritania",2009,"n",1.15,1.04,1.06,1,1.06,1.06
"Mauritius",1984,"n",1.02,1.12,1.1,1.05,1.08,1.11
"Mauritius",1985,"n",1.12,1.1,1.05,1.08,1.11,1.14
"Mauritius",1986,"n",1.1,1.05,1.08,1.11,1.14,1.12
"Mauritius",1987,"n",1.05,1.08,1.11,1.14,1.12,1.1
"Mauritius",1988,"n",1.08,1.11,1.14,1.12,1.1,1.09
"Mauritius",1989,"n",1.11,1.14,1.12,1.1,1.09,1.1
"Mauritius",1990,"n",1.14,1.12,1.1,1.09,1.1,1.13
"Mauritius",1991,"n",1.12,1.1,1.09,1.1,1.13,1.13
"Mauritius",1992,"n",1.1,1.09,1.1,1.13,1.13,1.07
"Mauritius",1993,"n",1.09,1.1,1.13,1.13,1.07,1.07
"Mauritius",1994,"n",1.1,1.13,1.13,1.07,1.07,1.02
"Mauritius",1995,"n",1.13,1.13,1.07,1.07,1.02,1.06
"Mauritius",1996,"n",1.13,1.07,1.07,1.02,1.06,1.1
"Mauritius",1997,"n",1.07,1.07,1.02,1.06,1.1,1.06
"Mauritius",1998,"n",1.07,1.02,1.06,1.1,1.06,1.1
"Mauritius",1999,"n",1.02,1.06,1.1,1.06,1.1,1.05
"Mauritius",2000,"n",1.06,1.1,1.06,1.1,1.05,1.04
"Mauritius",2001,"y",1.1,1.06,1.1,1.05,1.04,1.06
"Mauritius",2002,"n",1.06,1.1,1.05,1.04,1.06,1.08
"Mauritius",2003,"n",1.1,1.05,1.04,1.06,1.08,1.04
"Mauritius",2004,"n",1.05,1.04,1.06,1.08,1.04,1.08
"Mauritius",2005,"n",1.04,1.06,1.08,1.04,1.08,1.09
"Mauritius",2006,"n",1.06,1.08,1.04,1.08,1.09,1.08
"Mauritius",2007,"n",1.08,1.04,1.08,1.09,1.08,1.04
"Mauritius",2008,"n",1.04,1.08,1.09,1.08,1.04,1.05
"Mauritius",2009,"n",1.08,1.09,1.08,1.04,1.05,1.06
"Mexico",1984,"n",1.19,1.06,1,1.07,1.05,0.99
"Mexico",1985,"n",1.06,1,1.07,1.05,0.99,1.05
"Mexico",1986,"n",1,1.07,1.05,0.99,1.05,1.05
"Mexico",1987,"n",1.07,1.05,0.99,1.05,1.05,1.08
"Mexico",1988,"n",1.05,0.99,1.05,1.05,1.08,1.09
"Mexico",1989,"n",0.99,1.05,1.05,1.08,1.09,1.08
"Mexico",1990,"n",1.05,1.05,1.08,1.09,1.08,1.06
"Mexico",1991,"n",1.05,1.08,1.09,1.08,1.06,1.05
"Mexico",1992,"n",1.08,1.09,1.08,1.06,1.05,1.07
"Mexico",1993,"n",1.09,1.08,1.06,1.05,1.07,0.96
"Mexico",1994,"n",1.08,1.06,1.05,1.07,0.96,1.07
"Mexico",1995,"n",1.06,1.05,1.07,0.96,1.07,1.09
"Mexico",1996,"n",1.05,1.07,0.96,1.07,1.09,1.06
"Mexico",1997,"n",1.07,0.96,1.07,1.09,1.06,1.05
"Mexico",1998,"n",0.96,1.07,1.09,1.06,1.05,1.08
"Mexico",1999,"n",1.07,1.09,1.06,1.05,1.08,1.01
"Mexico",2000,"n",1.09,1.06,1.05,1.08,1.01,1.02
"Mexico",2001,"n",1.06,1.05,1.08,1.01,1.02,1.04
"Mexico",2002,"y",1.05,1.08,1.01,1.02,1.04,1.08
"Mexico",2003,"n",1.08,1.01,1.02,1.04,1.08,1.05
"Mexico",2004,"n",1.01,1.02,1.04,1.08,1.05,1.09
"Mexico",2005,"n",1.02,1.04,1.08,1.05,1.09,1.06
"Mexico",2006,"n",1.04,1.08,1.05,1.09,1.06,1.03
"Mexico",2007,"n",1.08,1.05,1.09,1.06,1.03,0.95
"Mexico",2008,"n",1.05,1.09,1.06,1.03,0.95,1.07
"Mexico",2009,"y",1.09,1.06,1.03,0.95,1.07,1.06
"Moldova",1984,"n",,,,,,
"Moldova",1985,"n",,,,,,
"Moldova",1986,"n",,,,,,
"Moldova",1987,"n",,,,,,
"Moldova",1988,"n",,,,,,
"Moldova",1989,"n",,,,,,
"Moldova",1990,"n",,,,,,
"Moldova",1991,"n",,,,,,1.01
"Moldova",1992,"n",,,,,1.01,0.71
"Moldova",1993,"n",,,,1.01,0.71,1.01
"Moldova",1994,"n",,,1.01,0.71,1.01,0.96
"Moldova",1995,"n",,1.01,0.71,1.01,0.96,1.03
"Moldova",1996,"n",1.01,0.71,1.01,0.96,1.03,0.95
"Moldova",1997,"n",0.71,1.01,0.96,1.03,0.95,0.98
"Moldova",1998,"n",1.01,0.96,1.03,0.95,0.98,1.04
"Moldova",1999,"n",0.96,1.03,0.95,0.98,1.04,1.09
"Moldova",2000,"n",1.03,0.95,0.98,1.04,1.09,1.1
"Moldova",2001,"n",0.95,0.98,1.04,1.09,1.1,1.09
"Moldova",2002,"n",0.98,1.04,1.09,1.1,1.09,1.1
"Moldova",2003,"n",1.04,1.09,1.1,1.09,1.1,1.11
"Moldova",2004,"n",1.09,1.1,1.09,1.1,1.11,1.08
"Moldova",2005,"n",1.1,1.09,1.1,1.11,1.08,1.06
"Moldova",2006,"n",1.09,1.1,1.11,1.08,1.06,1.1
"Moldova",2007,"n",1.1,1.11,1.08,1.06,1.1,0.95
"Moldova",2008,"n",1.11,1.08,1.06,1.1,0.95,1.08
"Moldova",2009,"n",1.08,1.06,1.1,0.95,1.08,1.09
"Mongolia",1984,"n",1.19,1.15,1.1,1.1,1.09,1.12
"Mongolia",1985,"n",1.15,1.1,1.1,1.09,1.12,1.07
"Mongolia",1986,"n",1.1,1.1,1.09,1.12,1.07,1.09
"Mongolia",1987,"n",1.1,1.09,1.12,1.07,1.09,1.08
"Mongolia",1988,"n",1.09,1.12,1.07,1.09,1.08,1.01
"Mongolia",1989,"n",1.12,1.07,1.09,1.08,1.01,0.94
"Mongolia",1990,"n",1.07,1.09,1.08,1.01,0.94,0.93
"Mongolia",1991,"n",1.09,1.08,1.01,0.94,0.93,0.99
"Mongolia",1992,"n",1.08,1.01,0.94,0.93,0.99,1.04
"Mongolia",1993,"n",1.01,0.94,0.93,0.99,1.04,1.09
"Mongolia",1994,"n",0.94,0.93,0.99,1.04,1.09,1.04
"Mongolia",1995,"n",0.93,0.99,1.04,1.09,1.04,1.06
"Mongolia",1996,"n",0.99,1.04,1.09,1.04,1.06,1.04
"Mongolia",1997,"n",1.04,1.09,1.04,1.06,1.04,1.05
"Mongolia",1998,"n",1.09,1.04,1.06,1.04,1.05,1.03
"Mongolia",1999,"n",1.04,1.06,1.04,1.05,1.03,1.05
"Mongolia",2000,"n",1.06,1.04,1.05,1.03,1.05,1.06
"Mongolia",2001,"n",1.04,1.05,1.03,1.05,1.06,1.09
"Mongolia",2002,"n",1.05,1.03,1.05,1.06,1.09,1.12
"Mongolia",2003,"n",1.03,1.05,1.06,1.09,1.12,1.09
"Mongolia",2004,"n",1.05,1.06,1.09,1.12,1.09,1.12
"Mongolia",2005,"n",1.06,1.09,1.12,1.09,1.12,1.13
"Mongolia",2006,"n",1.09,1.12,1.09,1.12,1.13,1.11
"Mongolia",2007,"n",1.12,1.09,1.12,1.13,1.11,1
"Mongolia",2008,"n",1.09,1.12,1.13,1.11,1,1.08
"Mongolia",2009,"n",1.12,1.13,1.11,1,1.08,1.2
"Montenegro",1984,"n",,,,,,
"Montenegro",1985,"n",,,,,,
"Montenegro",1986,"n",,,,,,
"Montenegro",1987,"n",,,,,,
"Montenegro",1988,"n",,,,,,
"Montenegro",1989,"n",,,,,,
"Montenegro",1990,"n",,,,,,
"Montenegro",1991,"n",,,,,,
"Montenegro",1992,"n",,,,,,
"Montenegro",1993,"n",,,,,,
"Montenegro",1994,"n",,,,,,
"Montenegro",1995,"n",,,,,,
"Montenegro",1996,"n",,,,,,
"Montenegro",1997,"n",,,,,,
"Montenegro",1998,"n",,,,,,
"Montenegro",1999,"n",,,,,,1.03
"Montenegro",2000,"n",,,,,1.03,1.04
"Montenegro",2001,"n",,,,1.03,1.04,1.05
"Montenegro",2002,"n",,,1.03,1.04,1.05,1.05
"Montenegro",2003,"n",,1.03,1.04,1.05,1.05,1.08
"Montenegro",2004,"n",1.03,1.04,1.05,1.05,1.08,1.12
"Montenegro",2005,"n",1.04,1.05,1.05,1.08,1.12,1.14
"Montenegro",2006,"n",1.05,1.05,1.08,1.12,1.14,1.09
"Montenegro",2007,"n",1.05,1.08,1.12,1.14,1.09,0.95
"Montenegro",2008,"n",1.08,1.12,1.14,1.09,0.95,1.04
"Montenegro",2009,"n",1.12,1.14,1.09,0.95,1.04,1.05
"Morocco",1984,"n",1.06,1.16,1.03,1.08,1.1,1.11
